2022-08-25 09:09:18.3710 [INFO; Reactor.Server]  Loaded KSServerRuntime.Local.dll
2022-08-25 09:09:18.3800 [INFO; Root]  Loaded config.json
2022-08-25 09:09:18.3805 [INFO; Root]  Loaded config.GameScene.json
2022-08-25 09:09:18.3855 [INFO; Root]  KinematicSoup Technologies Inc.
2022-08-25 09:09:18.3855 [INFO; Root]  Reactor Server v0.10.0
2022-08-25 09:09:18.3855 [DEBUG; Root]  Could not open model file: model.bin. Compression will use the default model for sync transforms, and dynamic models for update transforms.
2022-08-25 09:09:18.3865 [INFO; Reactor.Server]  Missing API configuration. PlayerAPI features disabled.
2022-08-25 09:09:18.3955 [DEBUG; Root]  Loading Asset Scripts
2022-08-25 09:09:18.3986 [DEBUG; Root]  Loading Room Configs
2022-08-25 09:09:18.4025 [DEBUG; Root]  Initializing PhysX
2022-08-25 09:09:18.4140 [DEBUG; Root]  Loading PhysX geometry
2022-08-25 09:09:18.4240 [INFO; Root]  Loaded 8 geometries
2022-08-25 09:09:18.4240 [INFO; Root]  Loaded 2 geometries
2022-08-25 09:09:18.4240 [DEBUG; Root]  Loading entity prefabs
2022-08-25 09:09:18.4370 [INFO; Root]  Loaded 5 entity prefabs
2022-08-25 09:09:18.4370 [DEBUG; Root]  Loading entity instances
2022-08-25 09:09:18.4505 [DEBUG; Root]  Initializing scripts
2022-08-25 09:09:18.4575 [DEBUG; Root]  Room setup complete
2022-08-25 09:09:18.4580 [INFO; Reactor.ServerRoom]  Starting room 1
2022-08-25 09:09:18.4580 [INFO; Root]  Sending client updates every 2 frames
2022-08-25 09:09:18.4580 [INFO; Root]  Attempting to sync simulation time to match elapsed time.
2022-08-25 09:09:18.4585 [INFO; Root]  Opening TCP port 8000
2022-08-25 09:09:20.1746 [INFO; Root]  Client(id = 1, address = 127.0.0.1) connected
2022-08-25 09:09:20.1776 [DEBUG; Root]  Client(id = 1, address = 127.0.0.1) model validated
2022-08-25 09:09:20.1911 [DEBUG; Root]  Client(id = 1, address = 127.0.0.1) authenticated
2022-08-25 09:09:20.1971 [INFO; Root]  Player False joined
2022-08-25 09:09:22.6716 [INFO; Root]  Client(id = 2, address = 127.0.0.1) connected
2022-08-25 09:09:22.6741 [DEBUG; Root]  Client(id = 2, address = 127.0.0.1) model validated
2022-08-25 09:09:22.6771 [DEBUG; Root]  Client(id = 2, address = 127.0.0.1) authenticated
2022-08-25 09:09:22.6926 [INFO; Root]  Player False joined
2022-08-25 09:09:28.7878 [INFO; Root]  20
2022-08-25 09:09:28.7948 [INFO; Root]  20
2022-08-25 09:09:34.1239 [INFO; Root]  server received request to spawn = 5
2022-08-25 09:09:34.1244 [INFO; Root]  5
2022-08-25 09:09:34.1294 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:34.1829 [INFO; Root]  collision Lost
2022-08-25 09:09:37.5775 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:37.7785 [INFO; Root]  server received request to spawn = 6
2022-08-25 09:09:37.7785 [INFO; Root]  5
2022-08-25 09:09:37.7790 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:37.8560 [INFO; Root]  collision Lost
2022-08-25 09:09:37.9180 [INFO; Root]  collision Lost
2022-08-25 09:09:39.0030 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:39.0190 [INFO; Root]  collision Lost
2022-08-25 09:09:39.4835 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:40.3206 [INFO; Root]  collision Lost
2022-08-25 09:09:43.1106 [INFO; Root]  server received request to spawn = 8
2022-08-25 09:09:43.1106 [INFO; Root]  5
2022-08-25 09:09:43.1111 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:43.2811 [INFO; Root]  collision Lost
2022-08-25 09:09:43.9021 [INFO; Root]  cluster food
2022-08-25 09:09:44.0101 [INFO; Root]  cluster food
2022-08-25 09:09:44.1336 [INFO; Root]  cluster food
2022-08-25 09:09:44.2421 [INFO; Root]  cluster food
2022-08-25 09:09:44.3661 [INFO; Root]  cluster food
2022-08-25 09:09:44.4591 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.4902 [INFO; Root]  collision Lost
2022-08-25 09:09:44.4902 [INFO; Root]  cluster food
2022-08-25 09:09:44.5366 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.5521 [INFO; Root]  collision Lost
2022-08-25 09:09:44.5676 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.5831 [INFO; Root]  collision Lost
2022-08-25 09:09:44.5986 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.5986 [INFO; Root]  cluster food
2022-08-25 09:09:44.6141 [INFO; Root]  collision Lost
2022-08-25 09:09:44.6296 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.6451 [INFO; Root]  collision Lost
2022-08-25 09:09:44.6606 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.6761 [INFO; Root]  collision Lost
2022-08-25 09:09:44.6916 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.7226 [INFO; Root]  collision Lost
2022-08-25 09:09:44.7226 [INFO; Root]  cluster food
2022-08-25 09:09:44.7381 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.7537 [INFO; Root]  collision Lost
2022-08-25 09:09:44.7692 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.7846 [INFO; Root]  collision Lost
2022-08-25 09:09:44.8001 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.8157 [INFO; Root]  collision Lost
2022-08-25 09:09:44.8311 [INFO; Root]  Collision StartedTrue   True
2022-08-25 09:09:44.8311 [INFO; Root]  cluster food
2022-08-25 09:09:44.8467 [INFO; Root]  collision Lost
2022-08-25 09:09:44.8621 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:44.9551 [INFO; Root]  cluster food
2022-08-25 09:09:45.0636 [INFO; Root]  collision Lost
2022-08-25 09:09:45.0636 [INFO; Root]  cluster food
2022-08-25 09:09:45.1876 [INFO; Root]  cluster food
2022-08-25 09:09:45.2497 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:45.2962 [INFO; Root]  cluster food
2022-08-25 09:09:45.4202 [INFO; Root]  cluster food
2022-08-25 09:09:45.5132 [INFO; Root]  collision Lost
2022-08-25 09:09:45.5287 [INFO; Root]  cluster food
2022-08-25 09:09:45.6527 [INFO; Root]  cluster food
2022-08-25 09:09:45.7612 [INFO; Root]  cluster food
2022-08-25 09:09:45.8852 [INFO; Root]  cluster food
2022-08-25 09:09:45.9937 [INFO; Root]  cluster food
2022-08-25 09:09:46.1177 [INFO; Root]  cluster food
2022-08-25 09:09:46.2262 [INFO; Root]  cluster food
2022-08-25 09:09:46.3502 [INFO; Root]  cluster food
2022-08-25 09:09:46.4587 [INFO; Root]  cluster food
2022-08-25 09:09:46.5827 [INFO; Root]  cluster food
2022-08-25 09:09:46.7067 [INFO; Root]  cluster food
2022-08-25 09:09:46.8152 [INFO; Root]  cluster food
2022-08-25 09:09:46.9392 [INFO; Root]  cluster food
2022-08-25 09:09:47.0477 [INFO; Root]  cluster food
2022-08-25 09:09:47.0632 [INFO; Root]  Collision StartedTrue   False
2022-08-25 09:09:47.1717 [INFO; Root]  cluster food
2022-08-25 09:09:47.2802 [INFO; Root]  cluster food
2022-08-25 09:09:47.4042 [INFO; Root]  cluster food
2022-08-25 09:09:47.5127 [INFO; Root]  cluster food
2022-08-25 09:09:47.6367 [INFO; Root]  cluster food
2022-08-25 09:09:47.7452 [INFO; Root]  cluster food
