2022-08-21 15:05:20.8953 [INFO; Reactor.Server]  Loaded KSServerRuntime.Local.dll
2022-08-21 15:05:20.9515 [INFO; Root]  Loaded config.json
2022-08-21 15:05:20.9525 [INFO; Root]  Loaded config.GameScene.json
2022-08-21 15:05:20.9709 [INFO; Root]  KinematicSoup Technologies Inc.
2022-08-21 15:05:20.9709 [INFO; Root]  Reactor Server v0.10.0
2022-08-21 15:05:20.9721 [DEBUG; Root]  Could not open model file: model.bin. Compression will use the default model for sync transforms, and dynamic models for update transforms.
2022-08-21 15:05:20.9741 [INFO; Reactor.Server]  Missing API configuration. PlayerAPI features disabled.
2022-08-21 15:05:21.0044 [DEBUG; Root]  Loading Asset Scripts
2022-08-21 15:05:21.0112 [DEBUG; Root]  Loading Room Configs
2022-08-21 15:05:21.0232 [DEBUG; Root]  Initializing PhysX
2022-08-21 15:05:21.0679 [DEBUG; Root]  Loading PhysX geometry
2022-08-21 15:05:21.0924 [INFO; Root]  Loaded 8 geometries
2022-08-21 15:05:21.0943 [INFO; Root]  Loaded 3 geometries
2022-08-21 15:05:21.0943 [DEBUG; Root]  Loading entity prefabs
2022-08-21 15:05:21.1293 [INFO; Root]  Loaded 5 entity prefabs
2022-08-21 15:05:21.1293 [DEBUG; Root]  Loading entity instances
2022-08-21 15:05:21.1614 [DEBUG; Root]  Initializing scripts
2022-08-21 15:05:21.1802 [DEBUG; Root]  Room setup complete
2022-08-21 15:05:21.1813 [INFO; Reactor.ServerRoom]  Starting room 1
2022-08-21 15:05:21.1813 [INFO; Root]  Sending client updates every 2 frames
2022-08-21 15:05:21.1813 [INFO; Root]  Attempting to sync simulation time to match elapsed time.
2022-08-21 15:05:21.1822 [INFO; Root]  Opening TCP port 8000
2022-08-21 15:05:32.3364 [INFO; Root]  Client(id = 1, address = 10.6.167.21) connected
2022-08-21 15:05:32.3495 [DEBUG; Root]  Client(id = 1, address = 10.6.167.21) model validated
2022-08-21 15:05:32.4036 [DEBUG; Root]  Client(id = 1, address = 10.6.167.21) authenticated
2022-08-21 15:05:32.4439 [INFO; Root]  Player False joined
2022-08-21 15:05:34.6788 [INFO; Root]  Client(id = 2, address = 10.6.167.21) connected
2022-08-21 15:05:34.6956 [DEBUG; Root]  Client(id = 2, address = 10.6.167.21) model validated
2022-08-21 15:05:34.7174 [DEBUG; Root]  Client(id = 2, address = 10.6.167.21) authenticated
2022-08-21 15:05:34.7337 [INFO; Root]  Player False joined
2022-08-21 15:05:35.9302 [INFO; Root]  RPC RECEIVED True and 2
2022-08-21 15:05:35.9312 [INFO; Root]  HeheTrue
2022-08-21 15:05:37.1177 [INFO; Root]  RPC RECEIVED True and 1
2022-08-21 15:05:37.1177 [INFO; Root]  HeheTrue
2022-08-21 15:05:40.0475 [INFO; Root]  server received request to spawn = 0
2022-08-21 15:05:40.0754 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.0761 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.1046 [INFO; Root]  Shooter
2022-08-21 15:05:40.1211 [INFO; Root]  Hivemind
2022-08-21 15:05:40.2663 [INFO; Root]  Hivemind
2022-08-21 15:05:40.4512 [INFO; Root]  server received request to spawn = 0
2022-08-21 15:05:40.4522 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.4522 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.4522 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.4532 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:40.4667 [INFO; Root]  Shooter
2022-08-21 15:05:40.4677 [INFO; Root]  Shooter
2022-08-21 15:05:40.5012 [INFO; Root]  Hivemind
2022-08-21 15:05:40.7336 [INFO; Root]  Hivemind
2022-08-21 15:05:41.2845 [INFO; Root]  Shooter
2022-08-21 15:05:41.3000 [INFO; Root]  Hivemind
2022-08-21 15:05:41.7355 [INFO; Root]  Hivemind
2022-08-21 15:05:41.8345 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.0343 [INFO; Root]  Debug Destroyed
2022-08-21 15:05:42.1007 [INFO; Root]  Shooter
2022-08-21 15:05:42.2177 [INFO; Root]  Shooter
2022-08-21 15:05:42.3670 [INFO; Root]  server received request to spawn = 0
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3680 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.3845 [INFO; Root]  Hivemind
2022-08-21 15:05:42.3845 [INFO; Root]  Shooter
2022-08-21 15:05:42.4504 [INFO; Root]  Debug Destroyed
2022-08-21 15:05:42.5000 [INFO; Root]  Hivemind
2022-08-21 15:05:42.6172 [INFO; Root]  server received request to spawn = 0
2022-08-21 15:05:42.6182 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6182 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6182 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6192 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6192 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6192 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6192 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6192 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:42.6341 [INFO; Root]  Shooter
2022-08-21 15:05:42.6341 [INFO; Root]  Hivemind
2022-08-21 15:05:42.8012 [INFO; Root]  Hivemind
2022-08-21 15:05:42.9163 [INFO; Root]  Shooter
2022-08-21 15:05:43.0672 [INFO; Root]  Hivemind
2022-08-21 15:05:43.0682 [INFO; Root]  Hivemind
2022-08-21 15:05:43.2004 [INFO; Root]  Shooter
2022-08-21 15:05:43.4180 [INFO; Root]  Reactor.ServerEntity
2022-08-21 15:05:43.4341 [INFO; Root]  Shooter
2022-08-21 15:05:43.4495 [INFO; Root]  Shooter
2022-08-21 15:05:43.4679 [INFO; Root]  Shooter
