2022-08-25 09:05:35.6202 [INFO; Reactor.Server]  Loaded KSServerRuntime.Local.dll
2022-08-25 09:05:35.6297 [INFO; Root]  Loaded config.json
2022-08-25 09:05:35.6302 [INFO; Root]  Loaded config.GameScene.json
2022-08-25 09:05:35.6357 [INFO; Root]  KinematicSoup Technologies Inc.
2022-08-25 09:05:35.6357 [INFO; Root]  Reactor Server v0.10.0
2022-08-25 09:05:35.6357 [DEBUG; Root]  Could not open model file: model.bin. Compression will use the default model for sync transforms, and dynamic models for update transforms.
2022-08-25 09:05:35.6367 [INFO; Reactor.Server]  Missing API configuration. PlayerAPI features disabled.
2022-08-25 09:05:35.6462 [DEBUG; Root]  Loading Asset Scripts
2022-08-25 09:05:35.6487 [DEBUG; Root]  Loading Room Configs
2022-08-25 09:05:35.6532 [DEBUG; Root]  Initializing PhysX
2022-08-25 09:05:35.6657 [DEBUG; Root]  Loading PhysX geometry
2022-08-25 09:05:35.6752 [INFO; Root]  Loaded 8 geometries
2022-08-25 09:05:35.6757 [INFO; Root]  Loaded 2 geometries
2022-08-25 09:05:35.6757 [DEBUG; Root]  Loading entity prefabs
2022-08-25 09:05:35.6887 [INFO; Root]  Loaded 5 entity prefabs
2022-08-25 09:05:35.6892 [DEBUG; Root]  Loading entity instances
2022-08-25 09:05:35.7017 [DEBUG; Root]  Initializing scripts
2022-08-25 09:05:35.7087 [DEBUG; Root]  Room setup complete
2022-08-25 09:05:35.7087 [INFO; Reactor.ServerRoom]  Starting room 1
2022-08-25 09:05:35.7087 [INFO; Root]  Sending client updates every 2 frames
2022-08-25 09:05:35.7087 [INFO; Root]  Attempting to sync simulation time to match elapsed time.
2022-08-25 09:05:35.7092 [INFO; Root]  Opening TCP port 8000
2022-08-25 09:05:36.4362 [INFO; Root]  Client(id = 1, address = 127.0.0.1) connected
2022-08-25 09:05:36.4392 [DEBUG; Root]  Client(id = 1, address = 127.0.0.1) model validated
2022-08-25 09:05:36.4537 [DEBUG; Root]  Client(id = 1, address = 127.0.0.1) authenticated
2022-08-25 09:05:36.4642 [INFO; Root]  Player False joined
2022-08-25 09:05:37.4562 [INFO; Root]  Client(id = 2, address = 127.0.0.1) connected
2022-08-25 09:05:37.4592 [DEBUG; Root]  Client(id = 2, address = 127.0.0.1) model validated
2022-08-25 09:05:37.4622 [DEBUG; Root]  Client(id = 2, address = 127.0.0.1) authenticated
2022-08-25 09:05:37.4772 [INFO; Root]  Player False joined
